ID,Descrip,Energy,Protein,Fat,Carbohydrate,Sugar,Fiber,Vitamin A,Vitamin B-6,Vitamin B-12,Vitamin C,Vitamin E,Folate,Niacin,Riboflavin,Thiamin,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Selenium,Zinc,FoV
11163,"Collards, frozen, chopped, unprepared",33,2.69,0.37,6.46,0,3.6,459,0.115,0,40,0,73,0.641,0.11,0.05,201,0.053,1.07,29,0.633,27,1.4,0.26,Vegetable
11164,"Collards, frozen, chopped, cooked, boiled, drained, without salt",36,2.97,0.41,7.1,0.57,2.8,575,0.114,0,26.4,1.25,76,0.635,0.115,0.047,210,0.055,1.12,30,0.663,27,1.5,0.27,Vegetable
11165,"Coriander (cilantro) leaves, raw",23,2.13,0.52,3.67,0.87,2.8,337,0.149,0,27,2.5,62,1.114,0.162,0.067,67,0.225,1.77,26,0.426,48,0.9,0.5,Vegetable
11167,"Corn, sweet, yellow, raw",86,3.27,1.35,18.7,6.26,2,9,0.093,0,6.8,0.07,42,1.77,0.055,0.155,2,0.054,0.52,37,0.163,89,0.6,0.46,Vegetable
11168,"Corn, sweet, yellow, cooked, boiled, drained, without salt",96,3.41,1.5,20.98,4.54,2.4,13,0.139,0,5.5,0.09,23,1.683,0.057,0.093,3,0.049,0.45,26,0.167,77,0.2,0.62,Vegetable
11170,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",61,1.95,0.77,13.86,2.83,1.7,2,0.037,0,2.6,0.03,38,0.884,0.015,0.015,4,0.028,0.36,15,0.082,46,0.5,0.39,Vegetable
11172,"Corn, sweet, yellow, canned, whole kernel, drained solids",71,2.32,1.37,15.06,2.42,2.3,2,0.065,0,2.1,0.07,36,0.883,0.016,0.015,3,0.031,0.28,13,0.066,46,0.6,0.31,Vegetable
11174,"Corn, sweet, yellow, canned, cream style, regular pack",72,1.74,0.42,18.13,3.23,1.2,4,0.063,0,4.6,0.07,45,0.96,0.053,0.025,3,0.052,0.38,17,0.068,51,0.4,0.53,Vegetable
11176,"Corn, sweet, yellow, canned, vacuum pack, regular pack",79,2.41,0.5,19.44,3.56,2,4,0.055,0,8.1,0.04,49,1.167,0.073,0.041,5,0.048,0.42,23,0.067,64,0.7,0.46,Vegetable
11177,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",74,2.18,1.43,13.02,0,0,0,0,0,1.7,0,29,0.78,0.015,0.015,2,0.031,0.22,11,0.056,41,0,0.28,Vegetable
11178,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",88,3.02,0.78,20.71,2.5,2.1,10,0.168,0,6.4,0.08,36,1.739,0.068,0.083,4,0.036,0.42,18,0.123,70,0.7,0.38,Vegetable
11179,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",81,2.55,0.67,19.3,3.07,2.4,10,0.099,0,3.5,0.07,35,1.311,0.062,0.03,3,0.048,0.47,28,0.155,79,0.7,0.63,Vegetable
11180,"Corn, sweet, yellow, frozen, kernels on cob, unprepared",98,3.28,0.78,23.5,3.78,2.8,12,0.179,0,7.2,0.09,40,1.681,0.088,0.103,4,0.051,0.68,32,0.158,87,0.8,0.7,Vegetable
11181,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt",94,3.11,0.74,22.33,3.59,2.8,12,0.224,0,4.8,0.08,31,1.517,0.069,0.174,3,0.046,0.61,29,0.142,75,0.7,0.63,Vegetable
11182,"Corn, yellow, whole kernel, frozen, microwaved",131,3.62,1.42,25.87,3.36,2.6,12,0.12,0,0,0.1,0,2.07,0.05,0.083,5,0.054,0.39,25,0.129,95,0,0.53,Vegetable
11184,"Corn with red and green peppers, canned, solids and liquids",75,2.33,0.55,18.17,0,0,12,0.097,0,8.8,0,34,0.95,0.08,0.022,5,0.06,0.79,25,0.043,62,0.6,0.37,Vegetable
11190,"Cornsalad, raw",21,2,0.4,3.6,0,0,355,0.273,0,38.2,0,14,0.415,0.087,0.071,38,0.134,2.18,13,0.359,53,0.9,0.59,Vegetable
11191,"Cowpeas (blackeyes), immature seeds, raw",90,2.95,0.35,18.83,3,5,41,0.067,0,2.5,0,168,1.45,0.145,0.11,126,0.13,1.1,51,0.56,53,2.3,1.01,Vegetable
11192,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",97,3.17,0.38,20.32,3.23,5,40,0.065,0,2.2,0.22,127,1.403,0.148,0.101,128,0.133,1.12,52,0.572,51,2.5,1.03,Vegetable
11195,"Cowpeas (blackeyes), immature seeds, frozen, unprepared",139,8.98,0.7,25.13,0,5,4,0.106,0,4,0,187,0.811,0.071,0.245,26,0.205,2.35,55,0.881,122,3.6,1.58,Vegetable
11196,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",132,8.49,0.66,23.76,4.46,6.4,4,0.095,0,2.6,0.3,141,0.728,0.064,0.26,23,0.184,2.12,50,0.791,122,3.4,1.42,Vegetable
11197,"Cowpeas, young pods with seeds, raw",44,3.3,0.3,9.5,5.04,3.3,68,0.173,0,33,0.49,53,1.2,0.14,0.15,65,0.1,1,58,0.308,65,0.9,0.34,Vegetable
11198,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",34,2.6,0.3,7,0,0,70,0.123,0,17,0,26,0.8,0.09,0.09,55,0.071,0.7,41,0.219,49,0.7,0.24,Vegetable
11199,"Yardlong bean, raw",47,2.8,0.4,8.35,0,0,43,0.024,0,18.8,0,62,0.41,0.11,0.107,50,0.048,0.47,44,0.205,59,1.5,0.37,Vegetable
11200,"Yardlong bean, cooked, boiled, drained, without salt",47,2.53,0.1,9.18,0,0,23,0.024,0,16.2,0,45,0.63,0.099,0.085,44,0.047,0.98,42,0.201,57,1.5,0.36,Vegetable
11201,"Cowpeas, leafy tips, raw",29,4.1,0.25,4.82,0,0,36,0.177,0,36,0,101,1.12,0.175,0.354,63,0.191,1.92,43,0.509,9,0.9,0.29,Vegetable
11202,"Cowpeas, leafy tips, cooked, boiled, drained, without salt",22,4.67,0.1,2.8,0,0,29,0.135,0,18.4,0,60,1.008,0.142,0.256,69,0.154,1.09,62,0.412,42,0.9,0.24,Vegetable
11203,"Cress, garden, raw",32,2.6,0.7,5.5,4.4,1.1,346,0.247,0,69,0.7,80,1,0.26,0.08,81,0.17,1.3,38,0.553,76,0.9,0.23,Vegetable
11204,"Cress, garden, cooked, boiled, drained, without salt",23,1.9,0.6,3.8,3.11,0.7,232,0.157,0,23,0.5,37,0.8,0.16,0.06,61,0.114,0.8,26,0.372,48,0.9,0.15,Vegetable
11205,"Cucumber, with peel, raw",15,0.65,0.11,3.63,1.67,0.5,5,0.04,0,2.8,0.03,7,0.098,0.033,0.027,16,0.041,0.28,13,0.079,24,0.3,0.2,Vegetable
11206,"Cucumber, peeled, raw",12,0.59,0.16,2.16,1.38,0.7,4,0.051,0,3.2,0.03,14,0.037,0.025,0.031,14,0.071,0.22,12,0.073,21,0.1,0.17,Vegetable
11207,"Dandelion greens, raw",45,2.7,0.7,9.2,0.71,3.5,508,0.251,0,35,3.44,27,0.806,0.26,0.19,187,0.171,3.1,36,0.342,66,0.5,0.41,Vegetable
11208,"Dandelion greens, cooked, boiled, drained, without salt",33,2,0.6,6.4,0.5,2.9,342,0.16,0,18,2.44,13,0.514,0.175,0.13,140,0.115,1.8,24,0.23,42,0.3,0.28,Vegetable
11209,"Eggplant, raw",25,0.98,0.18,5.88,3.53,3,1,0.084,0,2.2,0.3,22,0.649,0.037,0.039,9,0.081,0.23,14,0.232,24,0.3,0.16,Vegetable
11210,"Eggplant, cooked, boiled, drained, without salt",35,0.83,0.23,8.73,3.2,2.5,2,0.086,0,1.3,0.41,14,0.6,0.02,0.076,6,0.059,0.25,11,0.113,15,0.1,0.12,Vegetable
11211,"Edamame, frozen, unprepared",110,10.25,4.73,8.58,2.48,4.8,0,0.135,0,9.7,0.72,303,0.925,0.265,0.15,60,0.324,2.11,61,1.01,161,0,1.32,Vegetable
11212,"Edamame, frozen, prepared",122,10.88,5.2,9.94,2.18,5.2,0,0.1,0,6.1,0.68,311,0.915,0.155,0.2,63,0.345,2.27,64,1.024,169,0,1.37,Vegetable
11213,"Endive, raw",17,1.25,0.2,3.35,0.25,3.1,108,0.02,0,6.5,0.44,142,0.4,0.075,0.08,52,0.099,0.83,15,0.42,28,0.2,0.79,Vegetable
11215,"Garlic, raw",149,6.36,0.5,33.06,1,2.1,0,1.235,0,31.2,0.08,3,0.7,0.11,0.2,181,0.299,1.7,25,1.672,153,14.2,1.16,Vegetable
11216,"Ginger root, raw",80,1.82,0.75,17.77,1.7,2,0,0.16,0,5,0.26,11,0.75,0.034,0.025,16,0.226,0.6,43,0.229,34,0.7,0.34,Vegetable
11218,"Gourd, white-flowered (calabash), raw",14,0.62,0.02,3.39,0,0.5,0,0.04,0,10.1,0,6,0.32,0.022,0.029,26,0.026,0.2,11,0.066,13,0.2,0.7,Vegetable
11219,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",15,0.6,0.02,3.69,0,1.2,0,0.038,0,8.5,0,4,0.39,0.022,0.029,24,0.026,0.25,11,0.066,13,0.2,0.7,Vegetable
11220,"Gourd, dishcloth (towelgourd), raw",20,1.2,0.2,4.35,2.02,1.1,0,0.043,0,12,0.1,7,0.4,0.06,0.05,20,0.035,0.36,14,0.092,32,0.2,0.07,Vegetable
11221,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",56,0.66,0.34,14.34,5.17,2.9,0,0.099,0,5.7,0.24,12,0.26,0.042,0.046,9,0.085,0.36,20,0.223,31,0.2,0.17,Vegetable
11222,"Drumstick leaves, raw",64,9.4,1.4,8.28,0,2,378,1.2,0,51.7,0,40,2.22,0.66,0.257,185,0.105,4,147,1.063,112,0.9,0.6,Vegetable
11223,"Drumstick leaves, cooked, boiled, drained, without salt",60,5.27,0.93,11.15,1,2,351,0.929,0,31,0.1,23,1.995,0.509,0.222,151,0.086,2.32,151,0.868,67,0.9,0.49,Vegetable
11224,"Hyacinth-beans, immature seeds, raw",46,2.1,0.2,9.19,4.08,3.3,43,0.024,0,12.9,0.51,62,0.52,0.092,0.077,50,0.047,0.74,40,0.205,49,1.5,0.37,Vegetable
11225,"Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt",50,2.95,0.27,9.2,0,0,7,0.023,0,5.1,0,47,0.48,0.088,0.056,41,0.048,0.76,42,0.21,49,1.6,0.38,Vegetable
11226,"Jerusalem-artichokes, raw",73,2,0.01,17.44,9.6,1.6,1,0.077,0,4,0.19,13,1.3,0.06,0.2,14,0.14,3.4,17,0.06,78,0.7,0.12,Vegetable
11228,"Jew's ear, (pepeao), raw",25,0.48,0.04,6.75,0,0,0,0.088,0,0.6,0,19,0.07,0.204,0.081,16,0.445,0.56,25,0.101,14,11.1,0.66,Vegetable
11230,"Pepeao, dried",298,4.82,0.44,81.03,0,0,0,0.95,0,1.4,0,160,3,0.35,0.826,113,5.07,6.14,146,1.151,116,45.3,7.52,Vegetable
11231,"Jute, potherb, raw",34,4.65,0.25,5.8,0,0,278,0.6,0,37,0,123,1.26,0.546,0.133,208,0.255,4.76,64,0.123,83,0.9,0.79,Vegetable
11232,"Jute, potherb, cooked, boiled, drained, without salt",37,3.68,0.2,7.29,1,2,259,0.57,0,33,0.7,104,0.89,0.192,0.091,211,0.255,3.14,62,0.123,72,0.9,0.79,Vegetable
11233,"Kale, raw",49,4.28,0.93,8.75,2.26,3.6,500,0.271,0,120,1.54,141,1,0.13,0.11,150,1.499,1.47,47,0.659,92,0.9,0.56,Vegetable
11234,"Kale, cooked, boiled, drained, without salt",28,1.9,0.4,5.63,1.25,2,681,0.138,0,41,0.85,13,0.5,0.07,0.053,72,0.156,0.9,18,0.416,28,0.9,0.24,Vegetable
11235,"Kale, frozen, unprepared",28,2.66,0.46,4.9,0,2,313,0.09,0,39.3,0,17,0.698,0.112,0.056,136,0.046,0.93,18,0.443,29,0.9,0.18,Vegetable
11236,"Kale, frozen, cooked, boiled, drained, without salt",30,2.84,0.49,5.23,1.34,2,735,0.086,0,25.2,0.92,14,0.672,0.114,0.043,138,0.047,0.94,18,0.45,28,0.9,0.18,Vegetable
11237,"Kanpyo, (dried gourd strips)",258,8.58,0.56,65.03,0,9.8,0,0.532,0,0.2,0,61,2.9,0.044,0,280,0.433,5.12,125,1.137,188,2.6,5.86,Vegetable
11238,"Mushrooms, shiitake, raw",34,2.24,0.49,6.79,2.38,2.5,0,0.293,0,0,0,13,3.877,0.217,0.015,2,0.142,0.41,20,0.23,112,5.7,1.03,Vegetable
11239,"Mushrooms, Chanterelle, raw",38,1.49,0.53,6.86,1.16,3.8,0,0.044,0,0,0,2,4.085,0.215,0.015,15,0.353,3.47,13,0.286,57,2.2,0.71,Vegetable
11240,"Mushrooms, morel, raw",31,3.12,0.57,5.1,0.6,2.8,0,0.136,0,0,0,9,2.252,0.205,0.069,43,0.625,12.18,19,0.587,194,2.2,2.03,Vegetable
11241,"Kohlrabi, raw",27,1.7,0.1,6.2,2.6,3.6,2,0.15,0,62,0.48,16,0.4,0.02,0.05,24,0.129,0.4,19,0.139,46,0.7,0.03,Vegetable
11242,"Kohlrabi, cooked, boiled, drained, without salt",29,1.8,0.11,6.69,2.8,1.1,2,0.154,0,54,0.52,12,0.39,0.02,0.04,25,0.132,0.4,19,0.142,45,0.8,0.31,Vegetable
11243,"Mushrooms, portabella, grilled",29,3.28,0.58,4.44,2.26,2.2,0,0.122,0,0,0,19,6.255,0.403,0.072,3,0.389,0.4,13,0.067,135,21.9,0.65,Vegetable
11244,"Lambsquarters, raw",43,4.2,0.8,7.3,0,4,580,0.274,0,80,0,30,1.2,0.44,0.16,309,0.293,1.2,34,0.782,72,0.9,0.44,Vegetable
11245,"Lambsquarters, cooked, boiled, drained, without salt",32,3.2,0.7,5,0.62,2.1,391,0.174,0,37,1.85,14,0.9,0.26,0.1,258,0.197,0.7,23,0.525,45,0.9,0.3,Vegetable
11246,"Leeks, (bulb and lower leaf-portion), raw",61,1.5,0.3,14.15,3.9,1.8,83,0.233,0,12,0.92,64,0.4,0.03,0.06,59,0.12,2.1,28,0.481,35,1,0.12,Vegetable
11247,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",31,0.81,0.2,7.62,2.11,1,41,0.113,0,4.2,0.5,24,0.2,0.02,0.026,30,0.062,1.1,14,0.247,17,0.5,0.06,Vegetable
11248,"Lentils, sprouted, raw",106,8.96,0.55,22.14,0,0,2,0.19,0,16.5,0,100,1.128,0.128,0.228,25,0.352,3.21,37,0.506,173,0.6,1.51,Vegetable
11249,"Lentils, sprouted, cooked, stir-fried, without salt",101,8.8,0.45,21.25,0,0,2,0.164,0,12.6,0,67,1.2,0.09,0.22,14,0.337,3.1,35,0.502,153,0.6,1.6,Vegetable
11250,"Lettuce, butterhead (includes boston and bibb types), raw",13,1.35,0.22,2.23,0.94,1.1,166,0.082,0,3.7,0.18,73,0.357,0.062,0.057,35,0.016,1.24,13,0.179,33,0.6,0.2,Vegetable
11251,"Lettuce, cos or romaine, raw",17,1.23,0.3,3.29,1.19,2.1,436,0.074,0,4,0.13,136,0.313,0.067,0.072,33,0.048,0.97,14,0.155,30,0.4,0.23,Vegetable
11252,"Lettuce, iceberg (includes crisphead types), raw",14,0.9,0.14,2.97,1.97,1.2,25,0.042,0,2.8,0.18,29,0.123,0.025,0.041,18,0.025,0.41,7,0.125,20,0.1,0.15,Vegetable
11253,"Lettuce, green leaf, raw",15,1.36,0.15,2.87,0.78,1.3,370,0.09,0,9.2,0.22,38,0.375,0.08,0.07,36,0.029,0.86,13,0.25,29,0.6,0.18,Vegetable
11254,"Lotus root, raw",74,2.6,0.1,17.23,0,4.9,0,0.258,0,44,0,13,0.4,0.22,0.16,45,0.257,1.16,23,0.261,100,0.7,0.39,Vegetable
11255,"Lotus root, cooked, boiled, drained, without salt",66,1.58,0.07,16.02,0.5,3.1,0,0.218,0,27.4,0.01,8,0.3,0.01,0.127,26,0.217,0.9,22,0.22,78,0.6,0.33,Vegetable
11257,"Lettuce, red leaf, raw",16,1.33,0.22,2.26,0.48,0.9,375,0.1,0,3.7,0.15,36,0.321,0.077,0.064,33,0.028,1.2,12,0.203,28,1.5,0.2,Vegetable
11258,"Mountain yam, hawaii, raw",67,1.34,0.1,16.3,0.31,2.5,0,0.179,0,2.6,0.21,14,0.481,0.019,0.102,26,0.11,0.44,12,0.242,34,0.7,0.27,Vegetable
11259,"Mountain yam, hawaii, cooked, steamed, without salt",82,1.73,0.08,20,0,0,0,0.209,0,0,0,12,0.13,0.014,0.086,8,0.129,0.43,10,0.283,40,0.9,0.32,Vegetable
11260,"Mushrooms, white, raw",22,3.09,0.34,3.26,1.98,1,0,0.104,0.04,2.1,0.01,17,3.607,0.402,0.081,3,0.318,0.5,9,0.047,86,9.3,0.52,Vegetable
11261,"Mushrooms, white, cooked, boiled, drained, without salt",28,2.17,0.47,5.29,2.34,2.2,0,0.095,0,4,0.01,18,4.46,0.3,0.073,6,0.504,1.74,12,0.115,87,11.9,0.87,Vegetable
11263,"Mushrooms, white, stir-fried",26,3.58,0.33,4.04,0,1.8,0,0.042,0,0,0,20,3.987,0.463,0.096,4,0.291,0.25,11,0.047,105,13.9,0.57,Vegetable
11264,"Mushrooms, canned, drained solids",25,1.87,0.29,5.09,2.34,2.4,0,0.061,0,0,0.01,12,1.593,0.021,0.085,11,0.235,0.79,15,0.086,66,4.1,0.72,Vegetable
11265,"Mushrooms, portabella, raw",22,2.11,0.35,3.87,2.5,1.3,0,0.148,0.05,0,0.02,28,4.494,0.13,0.059,3,0.286,0.31,0,0.069,108,18.6,0.53,Vegetable
11266,"Mushrooms, brown, italian, or crimini, raw",22,2.5,0.1,4.3,1.72,0.6,0,0.11,0.1,0,0.01,25,3.8,0.49,0.095,18,0.5,0.4,9,0.142,120,26,1.1,Vegetable
11267,"Mushrooms, shiitake, stir-fried",39,3.45,0.35,7.68,0.3,3.6,0,0.174,0,0,0,14,3.87,0.274,0.099,2,0.163,0.53,19,0.223,111,6.3,0.96,Vegetable
11268,"Mushrooms, shiitake, dried",296,9.58,0.99,75.37,2.21,11.5,0,0.965,0,3.5,0,163,14.1,1.27,0.3,11,5.165,1.72,132,1.176,294,46.1,7.66,Vegetable
11269,"Mushrooms, shiitake, cooked, without salt",56,1.56,0.22,14.39,3.84,2.1,0,0.159,0,0.3,0,21,1.5,0.17,0.037,3,0.896,0.44,14,0.204,29,24.8,1.33,Vegetable
11270,"Mustard greens, raw",27,2.86,0.42,4.67,1.32,3.2,151,0.18,0,70,2.01,12,0.8,0.11,0.08,115,0.165,1.64,32,0,58,0.9,0.25,Vegetable
11271,"Mustard greens, cooked, boiled, drained, without salt",26,2.56,0.47,4.51,1.41,2,618,0.098,0,25.3,1.78,9,0.433,0.063,0.041,118,0.146,0.87,13,0,42,0.6,0.22,Vegetable
11272,"Mustard greens, frozen, unprepared",20,2.49,0.27,3.41,0,3.3,258,0.131,0,25.3,0,138,0.314,0.061,0.048,116,0.067,1.29,15,0.339,30,0.7,0.23,Vegetable
11273,"Mustard greens, frozen, cooked, boiled, drained, without salt",19,2.27,0.25,3.11,0.32,2.8,354,0.108,0,13.8,1.35,70,0.258,0.053,0.04,101,0.058,1.12,13,0.294,24,0.6,0.2,Vegetable
11274,"Mustard spinach, (tendergreen), raw",22,2.2,0.3,3.9,0,2.8,495,0.153,0,130,0,159,0.678,0.093,0.068,210,0.075,1.5,11,0.407,28,0.8,0.17,Vegetable
11275,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",16,1.7,0.2,2.8,0,2,410,0.097,0,65,0,73,0.43,0.062,0.041,158,0.05,0.8,7,0.27,18,0.6,0.11,Vegetable
11276,"New Zealand spinach, raw",14,1.5,0.2,2.5,0.29,1.5,0,0.304,0,30,1.42,15,0.5,0.13,0.04,58,0.093,0.8,39,0.639,28,0.7,0.38,Vegetable
11277,"New Zealand spinach, cooked, boiled, drained, without salt",12,1.3,0.17,2.13,0.25,1.4,0,0.237,0,16,1.23,8,0.39,0.107,0.03,48,0.077,0.66,32,0.526,22,0.9,0.31,Vegetable
11278,"Okra, raw",33,1.93,0.19,7.45,1.48,3.2,36,0.215,0,23,0.27,60,1,0.06,0.2,82,0.109,0.62,57,0.788,61,0.7,0.58,Vegetable
11279,"Okra, cooked, boiled, drained, without salt",22,1.87,0.21,4.51,2.4,2.5,14,0.187,0,16.3,0.27,46,0.871,0.055,0.132,77,0.085,0.28,36,0.294,32,0.4,0.43,Vegetable
11280,"Okra, frozen, unprepared",30,1.69,0.25,6.63,2.97,2.2,18,0.042,0,12.4,0.33,148,0.708,0.105,0.089,81,0.083,0.57,43,0.873,42,0.6,0.53,Vegetable
11281,"Okra, frozen, cooked, boiled, drained, without salt",29,1.63,0.24,6.41,2.87,2.1,15,0.037,0,9.6,0.32,100,0.616,0.096,0.073,74,0.076,0.52,40,0.844,37,0.6,0.49,Vegetable
11282,"Onions, raw",40,1.1,0.1,9.34,4.24,1.7,0,0.12,0,7.4,0.02,19,0.116,0.027,0.046,23,0.039,0.21,10,0.129,29,0.5,0.17,Vegetable
11283,"Onions, cooked, boiled, drained, without salt",44,1.36,0.19,10.15,4.73,1.4,0,0.129,0,5.2,0.02,15,0.165,0.023,0.042,22,0.067,0.24,11,0.153,35,0.6,0.21,Vegetable
11284,"Onions, dehydrated flakes",349,8.95,0.46,83.28,37.41,9.2,1,1.6,0,75,0.18,166,0.99,0.1,0.5,257,0.416,1.55,92,1.389,303,5,1.89,Vegetable
11285,"Onions, canned, solids and liquids",19,0.85,0.09,4.02,2.2,1.2,0,0.137,0,4.3,0.07,10,0.061,0.006,0.032,45,0.055,0.13,6,0.102,28,0.3,0.29,Vegetable
11286,"Onions, yellow, sauteed",132,0.95,10.8,7.86,0,1.7,0,0.207,0,1.8,0.68,0,0.037,0.041,0.049,20,0.017,0.27,9,0.102,33,0,0.21,Vegetable
11287,"Onions, frozen, chopped, unprepared",29,0.79,0.1,6.82,0,1.8,2,0.075,0,3.3,0,17,0.151,0.027,0.03,17,0.019,0.33,7,0.074,22,0.4,0.07,Vegetable
11288,"Onions, frozen, chopped, cooked, boiled, drained, without salt",28,0.77,0.1,6.59,2.9,1.8,0,0.069,0,2.6,0.01,13,0.139,0.025,0.023,16,0.019,0.3,6,0.071,19,0.4,0.07,Vegetable
11289,"Onions, frozen, whole, unprepared",35,0.89,0.06,8.45,3.81,1.7,0,0.093,0,8,0.02,21,0.175,0.024,0.026,36,0.05,0.46,10,0.125,23,0.4,0.12,Vegetable
11290,"Onions, frozen, whole, cooked, boiled, drained, without salt",28,0.71,0.05,6.7,2.9,1.4,0,0.07,0,5.1,0.01,13,0.132,0.018,0.016,27,0.024,0.34,8,0.04,2,0.4,0.09,Vegetable
11291,"Onions, spring or scallions (includes tops and bulb), raw",32,1.83,0.19,7.34,2.33,2.6,50,0.061,0,18.8,0.55,64,0.525,0.08,0.055,72,0.083,1.48,20,0.16,37,0.6,0.39,Vegetable
11292,"Onions, young green, tops only",27,0.97,0.47,5.74,3.91,1.8,200,0.088,0,13.4,0.21,30,0.33,0.026,0.03,52,0.031,0.51,16,0.15,25,0.5,0.2,Vegetable
11293,"Onions, welsh, raw",34,1.9,0.4,6.5,2.18,2.4,0,0.072,0,27,0.51,16,0.4,0.09,0.05,18,0.07,1.22,23,0.137,49,0.6,0.52,Vegetable
11294,"Onions, sweet, raw",32,0.8,0.08,7.55,5.02,0.9,0,0.13,0,4.8,0.02,0,0.133,0.02,0.041,20,0.056,0.26,9,0.076,27,0.5,0.13,Vegetable
11295,"Onion rings, breaded, par fried, frozen, unprepared",258,3.15,14.1,30.53,0,1.8,0,0.132,0,4.6,0,68,0.693,0.079,0.1,46,0.074,0.93,14,0.299,49,2.4,0.36,Vegetable
11296,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",276,4.14,14.3,33.79,5.1,2.2,0,0.117,0,1.6,0.46,33,1.349,0.116,0.185,31,0.073,1.25,17,0.348,71,5.6,0.42,Vegetable
11297,"Parsley, fresh",36,2.97,0.79,6.33,0.85,3.3,421,0.09,0,133,0.75,152,1.313,0.098,0.086,138,0.149,6.2,50,0.16,58,0.1,1.07,Vegetable
11298,"Parsnips, raw",75,1.2,0.3,17.99,4.8,4.9,0,0.09,0,17,1.49,67,0.7,0.05,0.09,36,0.12,0.59,29,0.56,71,1.8,0.59,Vegetable
11299,"Parsnips, cooked, boiled, drained, without salt",71,1.32,0.3,17.01,4.8,3.6,0,0.093,0,13,1,58,0.724,0.051,0.083,37,0.138,0.58,29,0.294,69,1.7,0.26,Vegetable
11300,"Peas, edible-podded, raw",42,2.8,0.2,7.55,4,2.6,54,0.16,0,60,0.39,42,0.6,0.08,0.15,43,0.079,2.08,24,0.244,53,0.7,0.27,Vegetable
11301,"Peas, edible-podded, boiled, drained, without salt",42,3.27,0.23,7.05,3.99,2.8,52,0.144,0,47.9,0.39,29,0.539,0.076,0.128,42,0.077,1.97,26,0.168,55,0.7,0.37,Vegetable
11302,"Peas, edible-podded, frozen, unprepared",42,2.8,0.3,7.2,0,3.1,7,0.154,0,22,0,40,0.5,0.1,0.06,50,0.076,2,23,0.235,51,0.7,0.41,Vegetable
11303,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",52,3.5,0.38,9.02,4.82,3.1,66,0.174,0,22,0.47,35,0.563,0.119,0.064,59,0.09,2.4,28,0.28,58,0.8,0.49,Vegetable
11304,"Peas, green, raw",81,5.42,0.4,14.45,5.67,5.1,38,0.169,0,40,0.13,65,2.09,0.132,0.266,25,0.176,1.47,33,0.41,108,1.8,1.24,Vegetable
11305,"Peas, green, cooked, boiled, drained, without salt",84,5.36,0.22,15.63,5.93,5.5,40,0.216,0,14.2,0.14,63,2.021,0.149,0.259,27,0.173,1.54,39,0.525,117,1.9,1.19,Vegetable
11306,"Peas, green, canned, regular pack, solids and liquids",58,3.01,0.48,10.6,3.2,3.3,76,0.065,0,7.8,0.02,24,0.995,0.024,0.077,20,0.099,1.29,19,0.211,63,1.3,0.72,Vegetable
11308,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",68,4.47,0.8,11.36,2.99,4.9,43,0.056,0,4.2,0.38,31,0.979,0.053,0.107,23,0.106,1.18,18,0.213,67,1.7,0.66,Vegetable
11310,"Peas, green, canned, seasoned, solids and liquids",50,3.09,0.27,9.25,0,2,22,0.098,0,11.5,0,29,0.69,0.071,0.096,15,0.099,1.2,15,0.268,54,1.3,0.65,Vegetable
11311,"Peas, green, canned, drained solids, rinsed in tap water",71,4.33,0.95,11.82,0,0,0,0,0,9.3,0,30,1.012,0.04,0.067,24,0.108,1.09,18,0.222,65,0,0.68,Vegetable
11312,"Peas, green, frozen, unprepared",77,5.22,0.4,13.62,5,4.5,103,0.083,0,18,0.02,53,1.723,0.1,0.259,22,0.124,1.53,26,0.336,82,1.9,0.82,Vegetable
11313,"Peas, green, frozen, cooked, boiled, drained, without salt",78,5.15,0.27,14.26,4.65,5.5,105,0.113,0,9.9,0.03,59,1.48,0.1,0.283,24,0.105,1.52,22,0.279,77,1,0.67,Vegetable
11316,"Peas, mature seeds, sprouted, raw",124,8.8,0.68,27.11,0,0,0,0.265,0,10.4,0,144,3.088,0.155,0.225,36,0.272,2.26,56,0.438,165,0.6,1.05,Vegetable
11317,"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",98,7.05,0.51,17.08,0,0,5,0.128,0,6.6,0,36,1.072,0.285,0.216,26,0.02,1.67,41,0.325,24,0.6,0.78,Vegetable
11318,"Peas and carrots, canned, regular pack, solids and liquids",38,2.17,0.27,8.48,0,2,289,0.088,0,6.6,0,18,0.581,0.053,0.074,23,0.103,0.75,14,0.357,46,0.9,0.58,Vegetable
